342	I need to go to the bathroom	33062
343	I'm not gonna go out with him	26909
344	I will not call you	21962
345	I will not lie to you	20220
346	I will not date with him	26909
347	Okay, I think I should get some sleep now.	21337
348	Just a moment, I'll get to the bathroom real quick.	28633
349	I'll be near you.	9858
350	I don't wanna yell at you.	19506
351	I'm never lying to you.	20220
352	Oh, my God, he's already gone!	7869
353	Don't go mommy! I will go bathroom and come right back	661
354	See? This is what I just meant!	22392
355	I'm sorry, I can't do this.	36365
356	This is too weird	1488
357	No, I think you can't.	30529
358	I'll go lay down.	21337
359	You don't need to do this.	13459
360	I just go to the airport right now	28409
361	Sorry, but I don't think this is right	29033
362	No, you cannot make me and him apart	10644
363	I won't hit you.	37080
0	You know, this is what I am saying now.	22392
1	See, this is what I am talking to you.	22392
2	You do not need to do that.	23187
3	So was it great with the woman?	37715
4	So how was the date with the girl?	37715
5	I cannot believe you that you gave me this.	27572
6	I could not thank you more.	27572
7	So did you have a good date with her?	37715
8	So was it a good date with her?	37715
9	So what can you tell about your date?	37715
10	Did you make a good date?	37715
11	I guess you would like it	6365
12	How can you leave me here with them?	30300
13	Please don't tell that I should be here with them	30300
14	I don't want to be here with them	30300
15	You must get me huh?	22392
16	Don't you understand my words?	22392
17	Please understand what i'm talking about	22392
18	Please understand my words	22392
19	you don't need to do that	23187
20	Why did you do that?	23187
21	I don't think it is not a good idea for you to do that	23187
22	I just want to say that.	22392
23	Look, you know what I'm talking about.	22392
24	Yes, that's what I want to say	22392
25	You don't have to act for me.	23187
26	Was your date fine?	37715
27	Oh, thanks a lot!	27572
28	I'm so surprised!	27572
29	I can't believe my eyes!	27572
30	I'm really surprised what you have done!	27572
31	Hey, Wait for a second.	23826
32	Hey, What did you said?	23826
33	What's going on?	23826
34	Ok, well then I gotta go	12186
35	Ok, well then I would leave this place	12186
36	Ok, well, good bye!	12186
37	I gotta rush to the bathroom	28633
38	I'm really gotta go to the bathroom.	28633
39	I'm not gonna curse you, hit you or anything!	37080
40	Relax, I won't hit you.	37080
41	You are wrong. I'm not going to hit you.	37080
42	I'm going to the bathroom.	28633
43	Let me go to the bathroom.	28633
44	I'm not going to attack you.	37080
45	I'm not hitting you.	37080
46	I don't want to hit you.	37080
47	I don't wanna hit you.	37080
48	This is supposed to be just for fun.	6365
49	I thought it was just for fun.	6365
50	I thought it was about having fun.	6365
51	Isn't this about having fun?	6365
52	I thought we were just having fun.	6365
53	No, don't leave me alone with them.	30300
54	You can't just leave me here with them!	30300
55	I'm supposed to look after them alone?	30300
56	No, you can't leave me alone with them.	30300
57	But I can't look after them by myself!	30300
58	Look, guys, this isn't the way to do it.	19158
59	Look, this isn't going to work out.	19158
60	Hey, you're doing this the wrong way.	19158
61	Look, guys, you're making a mistake.	19158
62	Look, I don't this is gonna work.	19158
63	Did you make this one?	27572
64	How did you do this?	27572
65	I have something to say.	23826
66	I'm going to leave	12186
67	I wanna go to bathroom.	28633
68	I don't want to deal with you.	37080
69	I don't wanna hit you.	37080
70	see, i was right	22392
71	i agree with you	22392
72	you shouldn't do that	23187
73	you don't need to do that	23187
74	was your date good?	37715
75	how was your date with her?	37715
76	i t's surprising that you did this	27572
77	how can you do that!	27572
78	hmm just a minute	23826
79	Okay, i would to go now	12186
80	okay, i gonna live now.	12186
81	well, have yours time	12186
82	I must go to the bathroom	28633
83	i need to do my thing	28633
84	I don't want to do anything	37080
85	yeah, it's what I'm talking about.	22392
86	you have no obligation to do that	23187
87	then how was your date?	37715
88	I never believe that you did this	27572
89	How can I believe that you did this	27572
90	See, this is what I'm saying.	22392
91	So, how did your date?	37715
92	Hold on, hold on	23826
93	Wait a sec, wait a sec	23826
94	How did you do this?	27572
95	Ok, I'll give up.	12186
96	Sure, after going bathroom.	28633
97	I won't hit you.	37080
98	No, I don't want to.	37080
99	Umm, tell me about your date.	37715
100	So, was your date great?	37715
101	Did you like your date?	37715
102	What happened on your date?	37715
103	I thought you would like it.	6365
104	I didn't intend to upset you.	6365
105	I thought it would be awesome.	6365
106	I'm sorry if that makes you upset.	6365
107	Are you going to leave me alone?	30300
108	No, we have to take care of babies together.	30300
109	No, you should be here with me.	30300
110	Wait, you can't leave me here with babies.	30300
111	Wait, how about babies?	30300
112	Oh my gosh. You now believes me!	22392
113	See, I told you that happened.	22392
114	You'd better not to do that.	23187
115	Why did you do that?	23187
116	This is not what I expected.	23187
117	Please don't do that.	23187
118	How was your dating?	37715
119	So did you enjoy your date?	37715
120	I though you would like it.	6365
121	No, I can't stay here with them.	30300
122	No, please don't leave me here with them.	30300
123	See, this is what we are.	22392
124	Please don't do that.	23187
125	Look at this, it is what I wanted to talk about.	22392
126	You guys are being so nice, but it is not necessary.	23187
127	You are so sweet, but I'm alright.	23187
128	Why are you guys doing this for me?	23187
129	Did everything go fine with your date?	37715
130	Did you have a great time with her?	37715
131	Was everything okay today's date?	37715
132	I didn't expect any kind of this.	27572
133	It is so nice of you to take care of me.	27572
134	I'm so surprised by your gift!	27572
135	Hold on a second.	23826
136	Hold on, I want to say something.	23826
137	Just give me a second to talk to him.	23826
138	I'll go to the bathroom.	28633
139	I will not hit you.	37080
140	I don't hit you.	37080
141	I won't hit you.	37080
142	I don't want to hit you.	37080
143	I thought it might be fun.	6365
144	No, You shouldn't leave me here with them.	30300
145	No, please don't leave me here with them.	30300
146	Look, guys, you shouldn't do this.	19158
147	I cant believe you made this	27572
148	did you make thi	27572
149	i'm gonna enjoy repose	12186
150	Okay, I'm gonna go.	12186
151	Okay, It's time to take off.	12186
152	I want to go to the toilet.	28633
153	I don't want to hit you.	37080
154	It's not a big deal.	37080
155	how about your date ?	37715
156	how was your partner ?	37715
157	Is your date good ?	37715
158	It should have been fun	6365
159	It seems to be fun	6365
160	You must be here.	30300
161	You can't go if I'm here	30300
162	This is the thing I talking to you now	22392
163	This is what i'm saying	22392
164	You need not to do that.	23187
165	That's not your business	23187
166	I'm ok about it	23187
167	Wow, I mean, you did this for me?	27572
168	Hey, Wait a second.	23826
169	Actually, I've got an idea (just before).	23826
170	Okay, I'm leaving. See you soon.	12186
171	Yeah, I'm so looking forward to it.	28633
172	Yeah, I just can't wait it.	28633
173	I don't wanna fight with you.	37080
174	I don't wanna make this worse.	37080
175	We need to calm down.	37080
176	Did you enjoy your date?	37715
177	Did you have a fun with your partner?	37715
178	What did you do during date?	37715
179	Did you spend nice time with your girlfriend?	37715
180	What happened during your date?	37715
181	Didn't you have a fun?	6365
182	Having fun was good, wasn't it?	6365
183	I thought having fun would be good for us.	6365
184	I thought you would like having fun with me.	6365
185	I could not do babysitting alone, do not leave.	30300
186	I can not do it alone.	30300
187	We all need to stay here together for babysitting!	30300
188	How could you leave me alone doing babysitting!	30300
189	This is what I wanted to say.	22392
190	Now you understand my point.	22392
191	This is my point.	22392
192	This is what I try to say.	22392
193	This is what I would like to talk.	22392
194	You guys don't have to hide it for me.	23187
195	I am okay with him.	23187
196	I am okay to hear his wedding.	23187
197	I already wrapped up my mind on Ross.	23187
198	I can handle with this, don't worry.	23187
199	Yeah, of course it is.	22392
200	You can say that again.	22392
201	I think so, too.	22392
202	I can't agree with you more.	22392
203	You should have not to do that.	23187
204	How was the date going?	37715
205	how can you do this to me?	27572
206	Hold on a second.	23826
207	I'm going to leave	12186
208	I'll rush to the bathroom	28633
209	I'm not gonna bother you	37080
210	I'm not gonna smash you	37080
211	I thought we had fun with it	6365
212	Don't leave me here with them.	30300
213	I don't want to be here without you	30300
214	Don't rush away without me	30300
215	Don't do that, guys	19158
216	Look, guys, you can't handle this	19158
217	Look, guys, you must not do this	19158
218	I am so excited	27572
219	Oh well, I'm gonna leave	12186
220	Before we go, I will go to the toilet	28633
221	Is this real life?	27572
222	Maybe this is trick!	27572
223	Let me say my story.	23826
224	Oh let's think another way.	23826
225	Oh, give me one minute.	23826
226	Stop, we can think another direction	23826
227	it's very surprising that you did this	27572
228	i didn't expect that you did this	27572
229	is this your done?	27572
230	i didn't know you did this	27572
231	i will go to take off	12186
232	i'd like to take off	12186
233	it will be better that i take off	12186
234	i think i should take off	12186
235	i want to go to bathroom	28633
236	i'd like to go to bathroom	28633
237	i will go to bathroom	28633
238	i'm hurried because of bathroom.	28633
239	i want to go to restroom	28633
240	i wouldn't like to hit you	37080
241	I think I should go now	12186
242	I'd better go now	12186
243	Let me go bathroom first	28633
244	just wait for a minute while I go to the bathroom	28633
245	I don't want to hurt you	37080
246	I'll go to the bathroom.	28633
247	I'm not going to hurt you.	37080
248	I won't hit you.	37080
249	I'm not hitting you.	37080
250	I expected it to be fun.	6365
251	You shouldn't leave me here with them.	30300
252	Don't leave me here with them.	30300
253	Hey, look, you shouldn't do this.	19158
254	You two shouldn't be doing this.	19158
255	I can't believe that you remembered my birthday!	27572
256	I didn't expect it.	27572
257	I didn't know that you bought me this.	27572
258	What a surprise that you bought me something!	27572
259	Hold on for a second.	23826
260	Okay. I'm gonna leave now.	12186
261	Okay. Can I go now?	12186
262	Excuse me, would you mind if I leave?	12186
263	Okay, then, I'll head to home.	12186
264	I'll go to the bathroom.	28633
265	I'll stop by the bathroom.	28633
266	I need to use the bathroom.	28633
267	I should drop by the bathroom.	28633
268	I need to go to the bathroom first.	28633
269	I'm not gonna punch you.	37080
270	I'm not gonna hurt you.	37080
271	I don't want to harm you.	37080
272	I'm not gonna kick you.	37080
273	I'm not gonna revenge to you physically.	37080
274	I'm not gonna attack you like a kid.	37080
275	I'm not gonna physically attack my friend.	37080
276	I do not expect that you do this	27572
277	I do not really expect what you do	27572
278	I cannot believe what you do	27572
279	Wait for a second, wait for a second	23826
280	Okay, this is not a moment	12186
281	Okay, well, i think i have to go now	12186
282	I wanna go to the bathroom	28633
283	I have to go to bathroom	28633
284	Where is the bathroom?	28633
285	I do not want to hit you	37080
286	Why do i hit you?	37080
287	It do not wanna hit you	37080
288	See, I told you already.	22392
289	Now you got it.	22392
290	You don't have to hide.	23187
291	How was the date with your girlfriend?	37715
292	Well, what a nice present, but not for me.	27572
293	Wait, take it easy.	23826
294	have a good time without me	12186
295	I need to go to bathroom	28633
296	Where is the bathroom?	28633
297	I need to hurry	28633
298	I'd better go now	37080
299	I don't wanna talk with you	37080
300	I need to go now	37080
301	I'm so surprised for this	27572
302	Well, then I may go	12186
303	Okay, then I'm gonna leave	12186
304	I may leave then	12186
305	Then I may go somewhere	12186
306	I'm gonna pop on to the bathroom	28633
307	I don' hit you	37080
308	That won't be my choice	37080
309	It was worse than I thought.	6365
310	You have to stay here with me.	30300
311	You can't get out of here.	30300
312	I don't want to be here alone.	30300
313	That's what I mean.	22392
314	I've been talking about this.	22392
315	I'm fine with this.	23187
316	I'm okay with this.	23187
317	You don't need to worry about me.	23187
0	What I want to talk about is this	22392
1	That's what I wanted to talk about	22392
2	It's exactly what I want to say	22392
3	Look, I was just talking about it	22392
4	You don't have to care about me	23187
5	Thanks, but you don't have to	23187
6	Did you enjoy your date?	37715
7	Did your date go on well?	37715
8	So tell me about your date	37715
9	Did you spend good time during your date?	37715
10	I'm so surprised and touched	27572
11	I didn't expect this	27572
12	Wow, thank you so much	27572
13	wait, just give me some time	23826
14	That was exactly what I wanted to say.	22392
15	I'm pretty fine guys.	23187
16	You didn't have to hide this from me.	23187
17	Was everything okay with your date?	37715
18	Did you enjoy your date?	37715
19	I am so surprised at your gift.	27572
20	It is so kind of you to prepare this for me.	27572
21	I'm so touched for the gift.	27572
22	Hold on a second.	23826
23	Wait just for a minute, and listen to me.	23826
24	Are you sure about that? Wow!!	27572
25	I can't think you prepare these amazing thing!	27572
26	Thank you so much!	27572
27	wait, wait, It's not true	23826
28	well, i want to tell you...	23826
29	If you never mind, i want to go now	12186
30	I'll leave you guys for own time	12186
31	well, I think i need to go	12186
32	I must go, because here is no place for me	12186
33	I think i gonna take off	12186
34	I need to go bathroom	28633
35	I think i need some.. restroom	28633
36	I must to go to the bathroom first.	28633
37	I have something i must to care in bathroom	28633
38	I have no plan to hit you	37080
39	I don't want to hurt you	37080
40	Look, that's exactly what I want to say.	22392
41	This is what I'm talking about.	22392
42	That's what I wanna say.	22392
43	This is exactly what I wanna do.	22392
44	See, this is what I'm saying.	22392
45	This is what I've been talking about.	22392
46	That's all I wanna say.	22392
47	Don't mind about it.	23187
48	You don't have to worry about me.	23187
49	You'd better show me this.	23187
50	I'm okay, don't worry about it.	23187
51	What happened in your date?	37715
52	How did the date go?	37715
53	So what did you do with Ginger?	37715
54	How did you spend the time at the date?	37715
55	So did you enjoy the date?	37715
56	Did you have a great time with your partner?	37715
57	I've never thought you prepared the gift.	27572
58	I'm really surprised by your present.	27572
59	This is unbelievable that you did this.	27572
60	I can't believe you give me a present.	27572
61	Thank you for the gift.	27572
62	No, give me a second.	23826
63	Wait, wait, just a minute.	23826
64	Let's think one more time.	23826
65	Hold on a second.	23826
66	Hold on, hold on a moment.	23826
67	Oh, no, that's not true.	23826
68	i aree with you	22392
69	we are together in opinion	22392
70	that is what i exactly said	22392
71	i am really okay	23187
72	was your date good?	37715
73	did you have nice date?	37715
74	did you make nice date?	37715
75	i am surprised that you did this	27572
76	it's so wonderful that you did this	27572
77	i can't agree with you	23826
78	look, this is what I wanted to say.	22392
79	yeah, you and I have same feeling about this	22392
80	yes, you know what I wanted to tell you	22392
81	did you understand what I wanted to say?	22392
82	You don have to take care about me.	23187
83	You don have to do like this	23187
84	I don't want you guys are thinking too much about me.	23187
85	Did you enjoy your date?	37715
86	Did you like your date?	37715
87	Did you have a good time while you doing the date?	37715
88	I did not imagine that you did this	27572
89	How can I believe that you did this	27572
90	Wow, so surprised that you did this	27572
91	I did not expect that you did this	27572
92	give me a second	23826
93	I need time to think	23826
94	Wait until I get  back from bathroom	28633
95	I think I have to go to the toilet right now	28633
96	See, this is what i said.	22392
97	See, we really know each other.	22392
98	I'm really fine, don't worry about me.	23187
99	Please, I'm really okay.	23187
100	I don't want to hurt you	37080
101	I don't want to make any violence	37080
102	I can't think of hitting you	37080
103	I don't want to hurt my friend	37080
104	There will be no such situation	37080
105	How was the date with her?	37715
106	Was the date great?	37715
107	So did you have a good time with her?	37715
108	What a nice present!	27572
109	Wow, it looks really nice.	27572
110	I thought we could have fun together	6365
111	I expected more interesting one	6365
112	It was less funny than I thought	6365
113	Hold on, Hold on. Seriously,	23826
114	I want to emphasize something, so listen.	23826
115	Stop! you can't leave me here alone	30300
116	I can't handle them by myself	30300
117	I can't do this alone	30300
118	I'm not that confident of doing this.	30300
119	don't go. we have lots of thing to do with	30300
120	This is not a right thing to do	19158
121	Look guys. Think one more time for this	19158
122	Don't do this, I'm begging you	19158
123	Please guy. I think this is a bad idea	19158
124	I'll go to the restroom.	28633
125	I should go to the bathroom.	28633
126	I want to drop by the bathroom before we leave.	28633
127	I have to go to the bathroom.	28633
128	I'll go to the bathroom real quick.	28633
129	Let me go to the bathroom before we leave.	28633
130	I must use the bathroom.	28633
131	Excuse me, I'll use the bathroom first.	28633
132	I don't want to hit you even though I'm angry.	37080
133	I'm not going to hit you anyway.	37080
134	I'm not gonna beat you.	37080
135	I'll not punch you.	37080
136	I don't want to make you painful because of my anger.	37080
137	I'll not express my anger in a physical way.	37080
138	I'm not going to alleviate my anger in a childish way.	37080
139	I'll not physically revenge to you because of the anger.	37080
140	I didn't expect you to prepare this.	27572
141	This is the last thing I would expect from you.	27572
142	I couldn't imagine that you prepared present for me!	27572
143	This is the last thing you would do to me in a good way.	27572
144	I can't believe you bought a gift for me.	27572
145	I didn't know you think of my birthday!	27572
146	I didn't know you care about my birthday!	27572
147	I really didn't expect you to give me a gift.	27572
148	Let me think about it more.	23826
149	Let me give a second thought.	23826
150	Hold on for a second.	23826
151	Let me change my word.	23826
152	I should change what I said.	23826
153	No, wait a minute. I have a second thought.	23826
154	No, I have another opinion.	23826
155	Excuse me, I'm gonna take off.	12186
156	Well, I'm gonna leave now.	12186
157	Excuse me, I think I should leave first.	12186
158	Well, I should rather leave this place for now.	12186
159	I think I'm gonna go my way.	12186
160	Would you guys mind if I leave now?	12186
161	I want to leave now. I don't have any things to do here more.	12186
162	Can I leave first? You two have a good time.	12186
163	i can't believe what you did	27572
164	I can't believe that you did it	27572
165	I'm surprised by your present	27572
166	I can't believe how did you this	27572
167	give me a moment	23826
168	Okay, I will take off	12186
169	I'm gonna leave now	12186
170	I'm just gonna go now	12186
171	I'm going to bathroom now	28633
172	I need to go to the bathroom now	28633
173	I have to go to the toilet now	28633
174	I'll go to the airport	37080
175	I need to go to the airport	37080
176	I have to go to the airport now	37080
177	I have to leave now	37080
178	I wanna go to toilet before leaving	2584
179	I need to go to the bathroom	2584
180	I want to go to toilet before going to somewhere	2584
181	I'll not hit you with this problem	37080
182	I'll be patient with this problem	37080
183	I'm not gonna hit you	37080
184	Don't make me angry	37080
185	I thought we could enjoy it	6365
186	Wasn't it fun for you?	6365
187	Don't leave me alone with them	30300
188	Please don't go away without me	30300
189	I can't handle it without you	30300
190	Think just one more time before doing this	19158
191	Are you really going to do this	19158
192	Hey, you will regret after doing this	19158
